proyecto_id;proyecto_fuente;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
13343;CONICET;1;274000.0;274000.0;274000.0;274000.0;22;11220150100433CO;1;;7;4;M
13344;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100563CO;1;;2;3;F
13345;CONICET;1;550000.0;550000.0;550000.0;550000.0;24;15320150100001CO;1;;11;5;F
13362;CONICET;1;149975.0;149975.0;149975.0;149975.0;22;11220150100112CO;1;;5;2;F
13363;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100155CO;1;;3;0;F
13365;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100251CO;1;;3;0;F
13366;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100260CO;1;;7;1;F
13367;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100320CO;1;;3;1;M
13368;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100335CO;1;;4;3;F
13369;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100391CO;1;;3;0;F
13370;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100453CO;1;;1;2;M
13371;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100682CO;1;;2;2;F
13372;CONICET;1;299938.32;299938.32;299938.32;299938.32;22;11220150100741CO;1;;1;5;F
13373;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100764CO;1;;4;1;F
13378;CONICET;1;268900.0;268900.0;268900.0;268900.0;24;15120150100007CO;1;;8;3;M
13379;CONICET;1;600000.0;600000.0;600000.0;600000.0;24;15720150100010CO;1;;11;3;F
13384;CONICET;1;150.0;150.0;150.0;150.0;22;11220150100070CO;1;;1;3;F
13385;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100751CO;1;;3;11;F
13387;CONICET;1;394584.0;394584.0;394584.0;394584.0;24;13320140100023CO;1;;2;2;M
13393;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100183CO;1;;7;4;F
13395;CONICET;1;450000.0;450000.0;450000.0;450000.0;22;11220150100827CO;1;;5;4;M
13402;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100332CO;1;;2;3;M
13408;CONICET;1;295000.0;295000.0;295000.0;295000.0;22;11220150100030CO;1;;1;4;F
13421;CONICET;1;148000.0;148000.0;148000.0;148000.0;22;11220150100977CO;1;;4;1;M
13430;CONICET;1;145134.0;145134.0;145134.0;145134.0;22;11220150100041CO;1;;3;1;M
13431;CONICET;1;150000.0;150000.0;150000.0;150000.0;22;11220150100409CO;1;;1;1;M
13437;CONICET;1;490000.0;490000.0;490000.0;490000.0;24;14520140100001CO;1;;4;2;M
13438;CONICET;1;700000.0;700000.0;700000.0;700000.0;24;14520140100021CO;1;;4;4;M
13443;CONICET;1;585000.0;485000.0;585000.0;485000.0;22;11220150100146CO;1;;11;8;F
13501;CONICET;1;719990.0;719990.0;719990.0;719990.0;22;11220150100364CO;1;;2;7;M
13502;CONICET;1;300000.0;250000.0;300000.0;250000.0;22;11220150100448CO;1;;0;4;M
13503;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100538CO;1;;2;2;F
13504;CONICET;1;450000.0;450000.0;450000.0;450000.0;22;11220150100763CO;1;;3;4;M
13543;CONICET;1;855000.0;855000.0;855000.0;855000.0;22;11220150100299CO;1;;1;11;M
13544;CONICET;1;450000.0;440000.0;450000.0;440000.0;22;11220150100493CO;1;;2;3;M
13545;CONICET;1;450000.0;350000.0;450000.0;350000.0;22;11220150100559CO;1;;0;6;F
13546;CONICET;1;406000.0;406000.0;406000.0;406000.0;22;11220150100688CO;1;;3;8;M
13561;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100475CO;1;;1;4;F
13562;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100849CO;1;;1;2;M
13574;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100585CO;1;;2;5;F
13575;CONICET;1;450000.0;450000.0;450000.0;450000.0;22;11220150100653CO;1;;2;5;F
13576;CONICET;1;300000.0;300000.0;300000.0;300000.0;22;11220150100718CO;1;;2;6;F
13580;CONICET;1;450000.0;450000.0;450000.0;450000.0;22;11220150100285CO;1;;3;4;M
