proyecto_id;proyecto_fuente;moneda_id;monto_total_solicitado;monto_total_adjudicado;monto_financiado_solicitado;monto_financiado_adjudicado;tipo_proyecto_id;codigo_identificacion;estado_id;fondo_anpcyt;cantidad_miembros_F;cantidad_miembros_M;sexo_director
22287;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100002CO;2;;22;9;F
22288;CONICET;1;4123000.0;4123000.0;4123000.0;4123000.0;23;22920170100003CO;2;;17;16;F
22289;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100004CO;2;;21;23;F
22290;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100008CO;2;;19;1;F
22291;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100010CO;2;;40;20;F
22292;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100011CO;2;;76;65;F
22293;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100012CO;2;;15;16;F
22294;CONICET;1;4958863.0;4958863.0;4958863.0;4958863.0;23;22920170100013CO;2;;26;12;F
22295;CONICET;1;2300000.0;2300000.0;2300000.0;2300000.0;23;22920170100014CO;2;;2;12;M
22296;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100015CO;2;;26;10;F
22297;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100016CO;2;;14;40;M
22298;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100017CO;2;;41;18;F
22299;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100018CO;2;;5;6;M
22300;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100023CO;2;;18;10;M
22301;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100025CO;2;;8;18;F
22302;CONICET;1;4295000.0;3885000.0;4295000.0;3885000.0;23;22920170100026CO;2;;11;22;F
22303;CONICET;1;4984000.0;4984000.0;4984000.0;4984000.0;23;22920170100027CO;2;;30;17;M
22304;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100029CO;2;;21;16;M
22305;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100033CO;2;;11;7;F
22332;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100035CO;2;;68;21;F
22333;CONICET;1;4129300.0;4129300.0;4129300.0;4129300.0;23;22920170100036CO;2;;45;22;F
22334;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100037CO;2;;21;29;F
22335;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100038CO;2;;67;42;M
22336;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100041CO;2;;13;8;F
22337;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100045CO;2;;22;7;M
22339;CONICET;1;3689268.0;3689268.0;3689268.0;3689268.0;23;22920170100048CO;2;;12;6;F
22340;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100049CO;2;;5;10;F
22341;CONICET;1;4994200.0;4994200.0;4994200.0;4994200.0;23;22920170100052CO;2;;8;10;M
22342;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100053CO;2;;35;26;M
22343;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100055CO;2;;10;4;F
22344;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100057CO;2;;30;36;M
22345;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100058CO;2;;33;18;M
22346;CONICET;1;4448000.0;4448000.0;4448000.0;4448000.0;23;22920170100060CO;2;;14;9;F
22347;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100062CO;2;;9;8;F
22348;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100066CO;2;;20;44;M
22349;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100067CO;2;;1;25;M
22350;CONICET;1;5000000.0;4700000.0;5000000.0;4700000.0;23;22920170100068CO;2;;28;20;M
22351;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100069CO;2;;50;22;F
22352;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100070CO;2;;21;15;F
22353;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100071CO;2;;24;22;F
22354;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100073CO;2;;11;2;F
22355;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100074CO;2;;37;12;F
22356;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100076CO;2;;5;31;M
22357;CONICET;1;4658948.0;4658948.0;4658948.0;4658948.0;23;22920170100078CO;2;;24;16;F
22358;CONICET;1;3840000.0;3840000.0;3840000.0;3840000.0;23;22920170100081CO;2;;0;25;M
22359;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100082CO;2;;12;12;M
22360;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100083CO;2;;95;50;F
22361;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100085CO;2;;21;6;F
22362;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100086CO;2;;19;22;M
22363;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100087CO;2;;25;11;M
22364;CONICET;1;3500000.0;3500000.0;3500000.0;3500000.0;23;22920170100089CO;2;;0;6;M
22365;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100090CO;2;;57;47;F
22366;CONICET;1;2000000.0;2000000.0;2000000.0;2000000.0;23;22920170100091CO;2;;5;26;M
22367;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100092CO;2;;22;28;M
22368;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100093CO;2;;28;11;F
22369;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100096CO;2;;26;16;F
22370;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100099CO;2;;3;14;M
22371;CONICET;1;10000000.0;5000000.0;10000000.0;5000000.0;23;22920170100100CO;2;;35;20;F
22372;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100101CO;2;;14;10;F
22373;CONICET;1;4853000.0;4853000.0;4853000.0;4853000.0;23;22920170100102CO;2;;7;6;M
22374;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100103CO;2;;4;30;M
22375;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100105CO;2;;37;19;M
22376;CONICET;1;5000000.0;5000000.0;5000000.0;5000000.0;23;22920170100106CO;2;;15;12;M
24103;ANPCYT;1;1971200.0;1728200.0;973000.0;730000.0;;ANR E.J. C2 NA003/16;2;FONSOFT;;;M
24105;ANPCYT;1;714500.0;684500.0;351250.0;321250.0;;ANR E.J. C2 NA018/16;2;FONSOFT;;;M
24412;ANPCYT;1;1404858.0;1404858.0;842600.0;842600.0;;ANR E.J. C1 CO003/17;2;FONSOFT;;;M
24413;ANPCYT;1;3663540.0;2959140.0;1700000.0;1624140.0;;ANR E.J. C1 CO011/17;2;FONSOFT;;;M
23852;ANPCYT;1;1238900.0;878900.0;608850.0;431860.0;;ANR E.J. C2 CO001/15;2;FONSOFT;;;M
23900;ANPCYT;1;4043050.0;4043050.0;2236050.0;2236050.0;;ANR SOCIAL 0024/16;2;FONTAR;;;M
23960;ANPCYT;1;719316.0;719316.0;450050.0;450050.0;;ANR 2200 0048/15 C2;2;FONTAR;;;M
23988;ANPCYT;1;5451284.2;5451284.2;2881264.2;2881264.2;;ANR 3500 C3 0025/16;2;FONTAR;;;M
24004;ANPCYT;1;589100.0;589100.0;294550.0;294550.0;;ANR 3500 C3 0070/16;2;FONTAR;;;M
24013;ANPCYT;1;6143205.9;5200102.6;3055944.0;2587044.0;;ANR 3500 C3 0113/16;2;FONTAR;;;M
24039;ANPCYT;1;2933748.0;2251399.36;2317148.0;1791499.36;;ANR 3500 C3 0225/16;2;FONTAR;;;M
24209;ANPCYT;1;4225835.0;4056335.0;2948230.0;2838230.0;;ANR TEC 0157/16 C2;2;FONTAR;;;M
24216;ANPCYT;1;955160.0;858485.0;665160.0;568485.0;;ANR TEC 0177/16 C2;2;FONTAR;;;M
24221;ANPCYT;1;4248483.5;4248483.5;2970817.0;2970817.0;;ANR TEC 0186/16 C2;2;FONTAR;;;M
24222;ANPCYT;1;4269953.31;3892111.36;2979999.65;2722603.0;;ANR TEC 0189/16 C2;2;FONTAR;;;S/D
24256;ANPCYT;1;212600.0;212600.0;127000.0;127000.0;;ANR A-TECi 0042;2;FONTAR;;;F
24260;ANPCYT;1;1539090.0;1293754.5;1084752.0;869986.5;;ANR 4800 C1 0008/17;2;FONTAR;;;M
24261;ANPCYT;1;1555056.46;1435056.46;777433.4;692933.4;;ANR 4800 C1 0016/17;2;FONTAR;;;S/D
24262;ANPCYT;1;1660062.25;1611562.25;829784.02;805584.02;;ANR 4800 C1 0017/17;2;FONTAR;;;M
24265;ANPCYT;1;6164000.0;6089000.0;4800000.0;4800000.0;;ANR 4800 C1 0026/17;2;FONTAR;;;M
24266;ANPCYT;1;8968489.0;6749489.0;4415500.0;2814000.0;;ANR 4800 C1 0029/17;2;FONTAR;;;M
24267;ANPCYT;1;1412700.75;1029810.73;1076700.75;714810.73;;ANR 4800 C1 0032/17;2;FONTAR;;;M
24268;ANPCYT;1;5397980.0;5397980.0;2683800.0;2683800.0;;ANR 4800 C1 0036/17;2;FONTAR;;;M
24269;ANPCYT;1;7159068.96;6523504.98;3542759.2;2907195.22;;ANR 4800 C1 0037/17;2;FONTAR;;;M
24270;ANPCYT;1;2169301.0;1848192.0;1084551.0;924096.0;;ANR 4800 C1 0038/17;2;FONTAR;;;M
